artistName,endTime,source,trackName,valence,duration_ms
McCafferty,2019-09-10 16:23,0,Dead-Bird,0.706,180507.0
McCafferty,2019-09-10 16:30,0,Bottom,0.7,225020.0
khai dreams,2019-09-10 16:32,0,Sunkissed,0.793,126464.0
Blitzen Trapper,2019-09-10 16:36,0,Furr,0.495,247507.0
Ariana Grande,2019-09-10 16:39,0,boyfriend (with Social House),0.702,186107.0
FINNEAS,2019-09-10 16:43,0,I Lost a Friend,0.216,237020.0
FINNEAS,2019-09-10 16:46,0,Claudia,0.703,161876.0
FINNEAS,2019-09-10 16:49,0,Let's Fall in Love for the Night,0.374,190348.0
Smino,2019-09-10 16:52,0,Wild Irish Roses,0.634,169320.0
GoldLink,2019-09-10 16:54,0,"U Say (feat. Tyler, The Creator & Jay Prince)",0.458,201240.0
Rex Orange County,2019-09-10 17:27,0,Sunflower,0.567,252231.0
Miles Wesley,2019-09-10 17:30,0,Lil Mama,0.428,171710.0
GoldLink,2019-09-10 21:02,0,"U Say (feat. Tyler, The Creator & Jay Prince)",0.458,201240.0
Spencer Sutherland,2019-09-10 21:02,0,Tell Me,0.554,198736.0
Verzache,2019-09-10 21:02,0,Cable,0.225,168000.0
Big Heath,2019-09-10 21:02,0,Biggy,0.399,188000.0
suggi,2019-09-10 21:02,0,"fuck u, goodluck.",0.635,200506.0
Lizzo,2019-09-10 21:07,0,Tempo (feat. Missy Elliott),0.588,175343.0
MEUTE,2019-09-10 21:07,0,Hey Hey,0.179,328944.0
McCafferty,2019-09-10 21:10,0,Alligator Skin Boots,0.457,142656.0
MEUTE,2019-09-10 21:11,0,You & Me,0.0954,306423.0
MEUTE,2019-09-11 02:48,0,You & Me,0.0954,306423.0
GoldLink,2019-09-11 02:48,0,"U Say (feat. Tyler, The Creator & Jay Prince)",0.458,201240.0
Lizzo,2019-09-11 02:48,0,Cuz I Love You,0.52,179979.0
Silvana Estrada,2019-09-11 02:48,0,Tenías Que Ser Tú,0.82,141830.0
suggi,2019-09-11 02:48,0,"happy ending, my ass.",0.573,149125.0
suggi,2019-09-11 02:48,0,bell's palsy,0.5,192664.0
Smino,2019-09-11 02:51,0,Wild Irish Roses,0.634,169320.0
GoldLink,2019-09-11 02:54,0,"U Say (feat. Tyler, The Creator & Jay Prince)",0.458,201240.0
Verzache,2019-09-11 02:56,0,Cable,0.225,168000.0
Cuco,2019-09-11 02:57,0,Dontmakemefallinlove,0.839,207692.0
Kanye West,2019-09-11 02:57,0,Stronger,0.49,311867.0
Kanye West,2019-09-11 05:03,0,POWER,0.577,292093.0
Kanye West,2019-09-11 05:05,0,Champion,0.349,334253.0
Kanye West,2019-09-11 05:09,0,Bound 2,0.311,229147.0
Kanye West,2019-09-11 05:14,0,Love Lockdown,0.112,270307.0
Kanye West,2019-09-11 05:15,0,All Mine,0.291,145507.0
Kanye West,2019-09-12 01:25,0,All Mine,0.291,145507.0
Easy Life,2019-09-12 01:28,0,Nightmares,0.667,207004.0
Ski Mask The Slump God,2019-09-12 01:31,0,Catch Me Outside,0.615,145760.0
Bazzi,2019-09-12 01:33,0,I.F.L.Y.,0.554,165714.0
Rich Brian,2019-09-12 01:38,0,Yellow (feat. Bekon),0.0621,291870.0
Rhys Lewis,2019-09-12 01:42,0,What If,0.313,191733.0
La Oreja de Van Gogh,2019-09-12 01:53,0,Rosas,0.528,237027.0
Miles Wesley,2019-09-12 01:53,0,Lil Mama,0.428,171710.0
"Grover Washington, Jr.",2019-09-12 01:53,0,Just the Two of Us (feat. Bill Withers),0.624,237106.0
John K,2019-09-12 01:53,0,if we never met,0.331,144427.0
bbno$,2019-09-12 01:53,0,nursery,0.83,146286.0
Kanye West,2019-09-12 01:54,0,I Love It (& Lil Pump),0.329,127947.0
Sadboy Loko,2019-09-12 01:54,0,Take a Ride,0.777,242755.0
Kanye West,2019-09-12 01:54,0,Stronger,0.49,311867.0
Kanye West,2019-09-12 01:59,0,Stronger,0.49,311867.0
Kanye West,2019-09-12 02:00,0,I Love It (& Lil Pump),0.329,127947.0
Rihanna,2019-09-12 02:02,0,FourFiveSeconds,0.354,188238.0
Kanye West,2019-09-12 02:05,0,Gold Digger,0.621,207627.0
Kanye West,2019-09-12 02:09,0,POWER,0.577,292093.0
Antonio Lauro,2019-09-12 09:12,0,Maria Carolina,0.516,185667.0
Fabio Zanon,2019-09-12 09:16,0,"Five Preludes, No. 1 In E Minor",0.158,278693.0
Yann Tiersen,2019-09-12 09:24,0,On the Wire,0.213,263707.0
Justin Hurwitz,2019-09-12 09:25,0,Mia & Sebastian’s Theme,0.114,98040.0
Gustavo Santaolalla,2019-09-12 09:27,0,Riding Horses,0.0822,84147.0
Robi Botos,2019-09-12 09:32,0,My Foolish Heart,0.079,310320.0
Luis Bacalov,2019-09-12 09:34,0,Madreselva - Instrumental version,0.0683,140693.0
Vetusta Morla,2019-09-12 09:36,0,Marea Baja,0.727,120130.0
Manuel Ponce,2019-09-12 09:39,0,Estrellita,0.305,166533.0
The Stephane Wrembel Trio With David Grisman,2019-09-12 09:42,0,Les Deux Guitares,0.587,204840.0
Carlos Guastavino,2019-09-12 09:44,0,Encantamiento (Seis Canciones de Cuna),0.113,107213.0
Emilio Kauderer & Federico Jusid,2019-09-12 09:46,0,Farewell,0.159,101547.0
Astor Piazzolla,2019-09-12 09:51,0,Five Tango Sensations: Asleep - Dreaming,0.0385,328573.0
Emilio Kauderer & Federico Jusid,2019-09-12 09:53,0,Her Eyes,0.0387,107040.0
Rodrigo y Gabriela,2019-09-12 09:57,0,30 De Marzo,0.102,254933.0
Gustavo Santaolalla,2019-09-12 10:00,0,De Ushuaia a La Quiaca,0.268,174440.0
Accordzêam,2019-09-12 10:06,0,Natzurka,0.164,340507.0
Shigeru Umebayashi,2019-09-12 10:08,0,Yumeji's Theme - Theme from 'in the Mood for Love',0.224,150587.0
Michael Nyman,2019-09-12 10:13,0,The Promise,0.231,191867.0
Stephane Wrembel,2019-09-12 10:17,0,"Big Brother (from the Motion Picture ""Vicky Cristina Barcelona"")",0.487,234189.0
Muriel Anderson,2019-09-12 10:20,0,El Noi De La Mare - The Son Of Mary,0.129,192293.0
Alberto Iglesias,2019-09-12 10:22,0,Me Voy a Morir de Tanto Amor,0.142,159453.0
René Aubry,2019-09-12 10:25,0,Rasta La Vista,0.87,160466.0
Stephane Wrembel,2019-09-12 10:28,0,Bistro Fada,0.864,182933.0
Alberto Iglesias,2019-09-12 10:31,0,Los Abrazos Rotos,0.37,178693.0
Philip Glass,2019-09-12 10:38,0,Metamorphosis 1,0.066,387490.0
Alberto Iglesias,2019-09-12 10:39,0,Irene Bajo La Cama,,
Philip Glass,2019-09-12 10:43,0,The Poet Acts,0.037,223267.0
Justin Hurwitz,2019-09-12 10:48,0,Planetarium,0.0439,257280.0
Flamenco Music Musica Flamenca Chill Out,2019-09-12 10:51,0,Cool,0.312,231501.0
Starlite Unlimited,2019-09-12 10:56,0,Granada - From Vicky Cristina Barcelona,,
Mélanie Laurent,2019-09-12 10:59,0,Début,0.0629,160067.0
Alberto Iglesias,2019-09-12 11:00,0,Fotos,0.359,76560.0
John Debney,2019-09-12 11:03,0,Love Theme,0.261,175347.0
Emile Pandolfi,2019-09-12 11:07,0,Once Upon a December (from Anastasia),0.131,252253.0
Yann Tiersen,2019-09-12 11:11,0,Naval,0.0696,218107.0
Paco de Lucía,2019-09-12 11:17,0,Entre Dos Aguas - Instrumental,0.914,361867.0
Gustavo Santaolalla,2019-09-12 11:19,0,The Wings,0.278,112547.0
Gustavo Santaolalla,2019-09-12 11:22,0,Lovin' IT,0.164,332347.0
Future,2019-09-12 20:34,0,Low Life,0.102,313547.0
Marc E. Bassy,2019-09-12 20:38,0,You & Me,0.608,218493.0
Maggie Rogers,2019-09-12 20:41,0,Alaska,0.178,188000.0
Desiigner,2019-09-12 20:45,0,Tiimmy Turner,0.304,239853.0
Kanye West,2019-09-12 20:48,0,Famous,0.409,196040.0
DJ Khaled,2019-09-12 20:51,0,For Free (feat. Drake),0.498,183695.0
Chance the Rapper,2019-09-12 20:58,0,No Problem (feat. Lil Wayne & 2 Chainz),0.788,304607.0
Post Malone,2019-09-12 21:01,0,I Fall Apart,0.291,223347.0
Lady Leshurr,2019-09-12 21:05,0,Queen's Speech 5,0.4,182753.0
The 1975,2019-09-12 21:05,0,Somebody Else,0.472,347520.0
GoldLink,2019-09-13 23:08,0,"U Say (feat. Tyler, The Creator & Jay Prince)",0.458,201240.0
Rex Orange County,2019-09-13 23:08,0,Sunflower,0.567,252231.0
Lil Nas X,2019-09-13 23:08,0,Panini - DaBaby Remix,0.496,151040.0
Lil Nas X,2019-09-13 23:08,0,Panini - DaBaby Remix,0.496,151040.0
Sam Tompkins,2019-09-13 23:45,0,You Broke My Heart So Gently,0.399,203634.0
Mikey Mike,2019-09-13 23:45,0,Yasmin you will never hear this,0.404,208092.0
Lil Nas X,2019-09-13 23:47,0,Panini - DaBaby Remix,0.496,151040.0
John K,2019-09-13 23:49,0,if we never met,0.331,144427.0
McCafferty,2019-09-13 23:53,0,Dead-Bird,0.706,180507.0
Easy Life,2019-09-13 23:56,0,Nightmares,0.667,207004.0
Big Heath,2019-09-14 00:00,0,Pablo,0.836,214923.0
La Oreja de Van Gogh,2019-09-14 00:04,0,Rosas,0.528,237027.0
Big Heath,2019-09-14 00:07,0,Biggy,0.399,188000.0
suggi,2019-09-14 00:09,0,"happy ending, my ass.",0.573,149125.0
khai dreams,2019-09-14 00:11,0,Sunkissed,0.793,126464.0
suggi,2019-09-14 00:15,0,bell's palsy,0.5,192664.0
"Daniel, Me Estás Matando",2019-09-14 00:18,0,Diez Pasos Hacia Ti,0.721,209652.0
Yung Gravy,2019-09-14 00:20,0,Whip A Tesla,0.54,153733.0
Rich Brian,2019-09-14 00:25,0,Yellow (feat. Bekon),0.0621,291870.0
Kojey Radical,2019-09-14 09:40,0,Can't Go Back,,
Sadboy Loko,2019-09-14 10:10,0,Que Viva La Raza,0.701,202971.0
Sam Tompkins,2019-09-14 10:10,0,You Broke My Heart So Gently,0.399,203634.0
Lil Nas X,2019-09-14 10:12,0,Panini - DaBaby Remix,0.496,151040.0
"Grover Washington, Jr.",2019-09-14 10:34,0,Just the Two of Us (feat. Bill Withers),0.624,237106.0
The 1975,2019-09-14 19:51,0,Somebody Else,0.472,347520.0
Rihanna,2019-09-14 19:51,0,Desperado,0.323,186467.0
Mikey Mike,2019-09-14 19:51,0,Yasmin you will never hear this,0.404,208092.0
Sam Tompkins,2019-09-14 19:54,0,You Broke My Heart So Gently,0.399,203634.0
Lil Nas X,2019-09-14 19:57,0,Panini - DaBaby Remix,0.496,151040.0
Lil Nas X,2019-09-14 21:48,0,Panini - DaBaby Remix,0.496,151040.0
Farruko,2019-09-14 21:55,0,Delincuente,0.65,396120.0
McCafferty,2019-09-14 22:03,0,Bottom,0.7,225020.0
Jidenna,2019-09-14 22:07,0,Some Kind of Way,0.593,235213.0
Cuco,2019-09-14 22:10,0,Bossa No Sé (feat. Jean Carter),0.433,201264.0
FINNEAS,2019-09-14 22:14,0,I Lost a Friend,0.216,237020.0
Willie Nelson,2019-09-14 22:17,0,On the Road Again - Live,0.802,153107.0
Lizzo,2019-09-14 22:20,0,Tempo (feat. Missy Elliott),0.588,175343.0
McCafferty,2019-09-14 22:22,0,Alligator Skin Boots,0.457,142656.0
bbno$,2019-09-14 22:25,0,nursery,0.83,146286.0
Residente,2019-09-14 22:29,0,Bellacoso,0.695,257865.0
Ski Mask The Slump God,2019-09-14 22:32,0,Catch Me Outside,0.615,145760.0
Miles Wesley,2019-09-15 01:36,0,Lil Mama,0.428,171710.0
Mikey Mike,2019-09-15 01:36,0,Yasmin you will never hear this,0.404,208092.0
Bad Bunny,2019-09-15 01:40,0,Callaita,0.244,250534.0
Sam Tompkins,2019-09-15 01:40,0,You Broke My Heart So Gently,0.399,203634.0
Y2K,2019-09-15 01:40,0,Lalala,0.496,160627.0
Bad Bunny,2019-09-15 01:44,0,Callaita,0.244,250534.0
J Balvin,2019-09-15 01:45,0,QUE PRETENDES,0.939,222347.0
Yandel,2019-09-15 01:45,0,Explícale (feat. Bad Bunny),0.64,223147.0
J Balvin,2019-09-15 01:48,0,QUE PRETENDES,0.939,222347.0
Farruko,2019-09-15 01:53,0,La Cartera,0.636,289907.0
RobGz,2019-09-15 01:55,0,LHNA (with Anuel AA),0.382,200000.0
Ecko,2019-09-15 01:55,0,Me Despierto,0.729,185865.0
J Balvin,2019-09-15 01:55,0,ODIO,0.529,270400.0
Bad Bunny,2019-09-15 01:56,0,Estamos Arriba,0.546,225694.0
Piso 21,2019-09-15 01:59,0,Pa' Olvidarme De Ella,0.637,227234.0
Piso 21,2019-09-15 02:00,0,Hacen Falta Ganas,0.373,220547.0
Christian Nodal,2019-09-15 02:03,0,Vas A Querer Regresar,0.817,190707.0
Christian Nodal,2019-09-15 02:06,0,Ojalá,0.463,194187.0
Christian Nodal,2019-09-15 02:08,0,Perdóname,0.73,143360.0
Christian Nodal,2019-09-15 02:12,0,Que Te Olvide,0.616,202213.0
Christian Nodal,2019-09-15 02:15,0,Es Mentira,0.559,172787.0
Christian Nodal,2019-09-15 02:17,0,Ahora,0.603,137320.0
Christian Nodal,2019-09-15 02:20,0,La Venia Bendita,0.894,181707.0
Christian Nodal,2019-09-15 02:24,0,Probablemente,0.604,233547.0
Christian Nodal,2019-09-15 02:27,0,Si Te Falta Alguien,0.749,187987.0
Christian Nodal,2019-09-15 02:31,0,Te Fallé,0.508,231173.0
Christian Nodal,2019-09-15 02:34,0,Para Olvidarme,0.968,168773.0
Christian Nodal,2019-09-15 02:37,0,Eres,0.435,192560.0
Christian Nodal,2019-09-15 02:40,0,Se Me Olvidaba,0.851,183467.0
Christian Nodal,2019-09-15 02:43,0,De Los Besos Que Te Di,0.703,167493.0
Christian Nodal,2019-09-15 02:47,0,Por Orgullo,0.749,234680.0
Christian Nodal,2019-09-15 02:51,0,Probablemente,0.604,233547.0
Christian Nodal,2019-09-15 03:28,0,Yo No Sé Mañana,0.815,206533.0
Lizzo,2019-09-15 03:28,0,Juice,0.843,195145.0
Big Heath,2019-09-15 03:32,0,Pablo,0.836,214923.0
Sadboy Loko,2019-09-15 03:35,0,Gang Signs,0.16,227814.0
Jidenna,2019-09-15 03:39,0,Chief Don't Run,0.321,227320.0
Rich Brian,2019-09-15 03:42,0,Vacant,0.301,152521.0
Lizzo,2019-09-15 03:45,0,Tempo (feat. Missy Elliott),0.588,175343.0
Lizzo,2019-09-15 03:48,0,Truth Hurts,0.412,173325.0
Kojey Radical,2019-09-15 03:50,0,Can't Go Back,,
Zack Fox,2019-09-15 03:53,0,Square Up,0.616,132923.0
Jidenna,2019-09-15 03:57,0,Some Kind of Way,0.593,235213.0
Los Rivera Destino,2019-09-15 03:59,0,Dura (Cha Cha Cha),0.908,170822.0
BROCKHAMPTON,2019-09-15 04:04,0,FACE,0.678,259000.0
Willie Nelson,2019-09-15 04:06,0,On the Road Again - Live,0.802,153107.0
Y2K,2019-09-15 04:09,0,Lalala,0.496,160627.0
Cuco,2019-09-15 04:12,0,Bossa No Sé (feat. Jean Carter),0.433,201264.0
Los Rivera Destino,2019-09-15 04:15,0,Flor (feat. Benito Martínez),0.559,173782.0
Los Rivera Destino,2019-09-15 04:22,0,Flor (feat. Benito Martínez),0.559,173782.0
Farruko,2019-09-15 04:29,0,Delincuente,0.65,396120.0
FINNEAS,2019-09-15 04:32,0,Let's Fall in Love for the Night,0.374,190348.0
Rich Brian,2019-09-15 04:36,0,Curious,0.9,225499.0
Jidenna,2019-09-15 07:18,0,Long Live the Chief,0.47,160853.0
Fall Out Boy,2019-09-15 08:01,0,Dear Future Self (Hands Up) [feat. Wyclef Jean],,
Yann Tiersen,2019-09-15 08:03,0,"Summer Nursery Rhyme, No. 2",0.411,133667.0
Arthur Hanlon,2019-09-15 08:08,0,Manhã de Carnaval,0.371,311000.0
Paco de Lucía,2019-09-15 08:12,0,Reflejo De Luna - Instrumental,0.346,234027.0
Natalia Lafourcade,2019-09-15 08:15,0,Vals Poético (feat. Los Macorinos) - Instrumental,0.201,197987.0
Gustavo Santaolalla,2019-09-15 08:18,0,Alma,0.314,154907.0
Alberto Iglesias,2019-09-15 08:23,0,Lucía,0.152,116693.0
Mark Northam,2019-09-15 08:23,0,"Married Life (From ""Up"")",0.128,275336.0
Camila Cabello,2019-09-16 08:16,0,Consequences,0.43,178467.0
Labrinth,2019-09-16 08:20,0,Jealous,0.0935,287693.0
Jasmine Thompson,2019-09-16 08:24,0,Like I'm Gonna Lose You,0.153,232339.0
Dan Owen,2019-09-16 08:28,0,Made to Love You,0.128,207867.0
Grace Carter,2019-09-16 08:31,0,Silence,0.383,219013.0
Beyoncé,2019-09-16 08:36,0,If I Were a Boy,0.427,249147.0
OneRepublic,2019-09-16 08:39,0,Apologize,,
James Arthur,2019-09-16 08:43,0,Say You Won't Let Go,0.494,211467.0
Rihanna,2019-09-16 08:47,0,Stay - Album Version (Edited),0.125,240707.0
Sam Smith,2019-09-16 08:50,0,Too Good At Goodbyes,0.476,201000.0
JP Cooper,2019-09-16 08:54,0,September Song - Guitar Acoustic,,
Little Mix,2019-09-16 09:00,0,Love Me or Leave Me,0.367,206493.0
Freya Ridings,2019-09-16 09:04,0,Lost Without You,0.0976,225853.0
Bruno Mars,2019-09-16 09:07,0,When I Was Your Man,0.387,213827.0
Lewis Capaldi,2019-09-16 09:10,0,Someone You Loved,0.446,182161.0
Calum Scott,2019-09-16 09:16,0,Dancing On My Own,0.236,260285.0
Adele,2019-09-16 09:21,0,Someone Like You,0.285,285040.0
A Great Big World,2019-09-16 09:25,0,Say Something,0.0765,229400.0
Adele,2019-09-16 09:30,0,When We Were Young,0.273,290907.0
The Fray,2019-09-16 09:32,0,How to Save a Life,0.361,262533.0
Sam Tompkins,2019-09-16 22:18,0,You Broke My Heart So Gently,0.399,203634.0
Residente,2019-09-16 22:22,0,Bellacoso,0.695,257865.0
Ella Fitzgerald,2019-09-16 22:26,0,Dream A Little Dream Of Me - Single Version,0.394,185160.0
Yung Gravy,2019-09-16 22:28,0,Whip A Tesla,0.54,153733.0
"Daniel, Me Estás Matando",2019-09-16 22:32,0,Diez Pasos Hacia Ti,0.721,209652.0
Rex Orange County,2019-09-16 22:36,0,Best Friend,0.32,262231.0
Sadboy Loko,2019-09-16 22:40,0,Que Viva La Raza,0.701,202971.0
gianni & kyle,2019-09-16 22:43,0,do u even miss me at all?,0.452,177627.0
McCafferty,2019-09-16 22:48,0,Bottom,0.7,225020.0
Ali Gatie,2019-09-16 22:52,0,It's You,0.397,212607.0
Rihanna,2019-09-16 22:52,0,Stay - Album Version (Edited),0.125,240707.0
Michael Schulte,2019-09-16 22:52,0,You Said You'd Grow Old With Me,0.289,224743.0
Rich Brian,2019-09-16 22:52,0,Curious,0.9,225499.0
Sam Tompkins,2019-09-16 22:52,0,You Broke My Heart So Gently,0.399,203634.0
X Ambassadors,2019-09-16 22:55,0,Unsteady,0.199,193547.0
Beyoncé,2019-09-16 22:56,0,Broken-Hearted Girl,0.159,277627.0
Jessie J,2019-09-16 22:59,0,Who You Are,,
Birdy,2019-09-16 22:59,0,Skinny Love,0.169,201080.0
Piso 21,2019-09-16 22:59,0,Pa' Olvidarme De Ella,0.637,227234.0
Piso 21,2019-09-16 23:03,0,Pa' Olvidarme De Ella,0.637,227234.0
Sam Tompkins,2019-09-16 23:07,0,You Broke My Heart So Gently,0.399,203634.0
"Daniel, Me Estás Matando",2019-09-17 01:24,0,¿Qué Se Siente Que Me Gustes Tanto?,0.58,184971.0
Piso 21,2019-09-17 01:28,0,Pa' Olvidarme De Ella,0.637,227234.0
Jidenna,2019-09-17 01:30,0,Long Live the Chief,0.47,160853.0
FINNEAS,2019-09-17 01:33,0,Claudia,0.703,161876.0
Sam Tompkins,2019-09-17 06:15,0,You Broke My Heart So Gently,0.399,203634.0
Ali Gatie,2019-09-17 06:18,0,It's You,0.397,212607.0
Rhys Lewis,2019-09-17 06:21,0,What If,0.313,191733.0
"Daniel, Me Estás Matando",2019-09-17 06:25,0,¿Qué Se Siente Que Me Gustes Tanto?,0.58,184971.0
MEUTE,2019-09-17 06:29,0,Hey Hey,0.179,328944.0
Piso 21,2019-09-17 06:35,0,Pa' Olvidarme De Ella,0.637,227234.0
Lizzo,2019-09-17 06:37,0,Juice,0.843,195145.0
Piso 21,2019-09-17 06:41,0,Pa' Olvidarme De Ella,0.637,227234.0
Silvana Estrada,2019-09-17 06:43,0,Tenías Que Ser Tú,0.82,141830.0
Lizzo,2019-09-17 06:46,0,Cuz I Love You,0.52,179979.0
suggi,2019-09-17 06:50,0,"fuck u, goodluck.",0.635,200506.0
McCafferty,2019-09-17 06:52,0,Beachboy,0.75,199341.0
Piso 21,2019-09-17 07:01,0,Pa' Olvidarme De Ella,0.637,227234.0
Ariana Grande,2019-09-17 07:24,0,boyfriend (with Social House),0.702,186107.0
Piso 21,2019-09-17 07:28,0,Pa' Olvidarme De Ella,0.637,227234.0
McCafferty,2019-09-17 07:31,0,Beachboy,0.75,199341.0
Spencer Sutherland,2019-09-17 09:09,0,Tell Me,0.554,198736.0
Ne-Yo,2019-09-17 10:19,0,So Sick,0.58,207187.0
Clean Bandit,2019-09-17 10:22,0,I Miss You (feat. Julia Michaels) - Acoustic,0.492,216294.0
gnash,2019-09-17 10:27,0,"i hate u, i love u (feat. olivia o'brien)",0.18,251034.0
Passenger,2019-09-17 10:31,0,Let Her Go,0.244,252733.0
Christina Perri,2019-09-17 10:35,0,Jar of Hearts,0.0886,246587.0
Ed Sheeran,2019-09-17 10:40,0,Photograph,0.201,258987.0
Emeli Sandé,2019-09-17 10:43,0,Clown,0.229,221173.0
One Direction,2019-09-17 10:45,0,Little Things,0.556,219640.0
Dua Lipa,2019-09-18 01:52,0,Homesick,0.399,230480.0
Piso 21,2019-09-18 01:56,0,Pa' Olvidarme De Ella,0.637,227234.0
McCafferty,2019-09-18 02:01,0,Dead-Bird,0.706,180507.0
Blitzen Trapper,2019-09-18 02:05,0,Furr,0.495,247507.0
MEUTE,2019-09-18 02:13,0,Hey Hey,0.179,328944.0
suggi,2019-09-18 02:17,0,bell's palsy,0.5,192664.0
La Oreja de Van Gogh,2019-09-18 02:21,0,Rosas,0.528,237027.0
khai dreams,2019-09-18 02:23,0,Sunkissed,0.793,126464.0
Duckwrth,2019-09-18 02:25,0,Crush,0.945,135013.0
John K,2019-09-18 02:27,0,if we never met,0.331,144427.0
Smino,2019-09-18 02:30,0,Wild Irish Roses,0.634,169320.0
Ski Mask The Slump God,2019-09-18 02:33,0,Catch Me Outside,0.615,145760.0
Spencer Sutherland,2019-09-18 02:36,0,Tell Me,0.554,198736.0
Easy Life,2019-09-18 02:39,0,Nightmares,0.667,207004.0
Sadboy Loko,2019-09-18 02:43,0,Take a Ride,0.777,242755.0
FINNEAS,2019-09-18 02:43,0,I Lost a Friend,0.216,237020.0
Sadboy Loko,2019-09-18 02:43,0,I Want It All,0.615,173040.0
Piso 21,2019-09-18 02:43,0,Pa' Olvidarme De Ella,0.637,227234.0
Sam Tompkins,2019-09-18 02:44,0,You Broke My Heart So Gently,0.399,203634.0
Piso 21,2019-09-18 10:02,0,Pa' Olvidarme De Ella,0.637,227234.0
Lewis Capaldi,2019-09-18 10:06,0,Bruises,0.361,220492.0
Piso 21,2019-09-18 10:10,0,Pa' Olvidarme De Ella,0.637,227234.0
Tom Odell,2019-09-18 10:14,0,Another Love,0.131,244360.0
Snow Patrol,2019-09-18 10:19,0,Chasing Cars,0.136,267933.0
Rihanna,2019-09-18 10:22,0,Unfaithful,0.349,226973.0
Ed Sheeran,2019-09-18 10:26,0,Happier,0.236,207520.0
Sam Smith,2019-09-18 10:30,0,I'm Not The Only One,0.417,181826.0
Lord Huron,2019-09-18 10:33,0,The Night We Met,0.1,208212.0
Dean Lewis,2019-09-18 10:37,0,Waves,,
Leona Lewis,2019-09-18 10:41,0,Better in Time,0.549,234173.0
The Script,2019-09-18 10:46,0,Breakeven,0.529,261427.0
Dean Lewis,2019-09-18 10:49,0,Be Alright,0.443,196373.0
Paloma Faith,2019-09-18 10:53,0,Only Love Can Hurt Like This,0.307,232893.0
James Bay,2019-09-18 10:57,0,Let It Go,0.246,260533.0
Nina Nesbitt,2019-09-18 11:00,0,The Best You Had,0.448,176853.0
James TW,2019-09-18 14:08,0,When You Love Someone,0.348,216560.0
Piso 21,2019-09-18 22:13,0,Pa' Olvidarme De Ella,0.637,227234.0
Sam Tompkins,2019-09-18 22:16,0,You Broke My Heart So Gently,0.399,203634.0
McCafferty,2019-09-18 22:19,0,Alligator Skin Boots,0.457,142656.0
MEUTE,2019-09-18 22:21,0,You & Me,0.0954,306423.0
Lil Nas X,2019-09-18 22:23,0,Panini - DaBaby Remix,0.496,151040.0
Silvana Estrada,2019-09-18 22:26,0,Tenías Que Ser Tú,0.82,141830.0
Rex Orange County,2019-09-18 22:30,0,Sunflower,0.567,252231.0
Lizzo,2019-09-18 22:33,0,Cuz I Love You,0.52,179979.0
suggi,2019-09-18 22:35,0,"happy ending, my ass.",0.573,149125.0
Rhys Lewis,2019-09-18 22:38,0,What If,0.313,191733.0
GoldLink,2019-09-18 22:42,0,"U Say (feat. Tyler, The Creator & Jay Prince)",0.458,201240.0
FINNEAS,2019-09-18 22:43,0,Let's Fall in Love for the Night,0.374,190348.0
suggi,2019-09-18 22:43,0,"fuck u, goodluck.",0.635,200506.0
Farina,2019-09-18 22:47,0,Superarte,0.604,222720.0
Duki,2019-09-18 22:48,0,Goteo,0.544,278229.0
D'Markuz,2019-09-18 22:48,0,Desde Cero,,
RobGz,2019-09-18 22:49,0,LHNA (with Anuel AA),0.382,200000.0
Arcangel,2019-09-18 22:49,0,Original,0.292,246360.0
Jhay Cortez,2019-09-18 22:49,0,En La Mía,0.617,234333.0
Rauw Alejandro,2019-09-18 22:50,0,Al Mismo Tiempo,0.203,250838.0
Eladio Carrion,2019-09-18 22:52,0,Kemba Walker,0.596,152960.0
FMK,2019-09-18 22:53,0,Menos y Más,0.443,200138.0
bbno$,2019-09-18 22:53,0,nursery,0.83,146286.0
Piso 21,2019-09-18 22:57,0,Pa' Olvidarme De Ella,0.637,227234.0
Miles Wesley,2019-09-18 22:59,0,Lil Mama,0.428,171710.0
Rich Brian,2019-09-18 22:59,0,Yellow (feat. Bekon),0.0621,291870.0
Big Heath,2019-09-18 22:59,0,Biggy,0.399,188000.0
Bazzi,2019-09-18 22:59,0,I.F.L.Y.,0.554,165714.0
Piso 21,2019-09-18 23:02,0,Pa' Olvidarme De Ella,0.637,227234.0
"Grover Washington, Jr.",2019-09-18 23:06,0,Just the Two of Us (feat. Bill Withers),0.624,237106.0
Farruko,2019-09-19 00:04,0,Delincuente,0.65,396120.0
Piso 21,2019-09-19 02:03,0,Pa' Olvidarme De Ella,0.637,227234.0
Ángela Aguilar,2019-09-19 02:04,0,La Llorona,0.274,490753.0
Natalia Lafourcade,2019-09-19 02:25,0,La Llorona (feat. Los Macorinos),0.418,415187.0
Lil Nas X,2019-09-19 02:25,0,Panini - DaBaby Remix,0.496,151040.0
Sam Tompkins,2019-09-19 02:29,0,You Broke My Heart So Gently,0.399,203634.0
Mikey Mike,2019-09-19 02:56,0,Yasmin you will never hear this,0.404,208092.0
Sam Tompkins,2019-09-19 03:00,0,You Broke My Heart So Gently,0.399,203634.0
Lil Nas X,2019-09-19 03:27,0,Panini - DaBaby Remix,0.496,151040.0
Piso 21,2019-09-19 04:00,0,Pa' Olvidarme De Ella,0.637,227234.0
Dan + Shay,2019-09-19 05:02,0,Tequila - R3HAB Remix,0.547,157425.0
Dan + Shay,2019-09-19 05:03,0,Speechless,0.386,213387.0
