artistName,endTime,source,trackName,valence,duration_ms
"Tyler, The Creator",2019-06-06 13:41,0,Domo23,0.597,158760.0
"Tyler, The Creator",2019-06-06 13:43,0,Tamale,0.967,166347.0
"Tyler, The Creator",2019-06-06 13:49,0,IFHY,0.274,319253.0
Domo Genesis,2019-06-06 13:52,0,Dapper (feat. Anderson .Paak),0.562,193093.0
Alex Newell,2019-06-06 13:55,0,Nobody to Love,0.537,205133.0
Kanye West,2019-06-06 14:03,0,Blame Game,0.636,469867.0
J Boog,2019-06-06 14:06,0,Let's Do It Again,0.927,192177.0
Espinoza Paz,2019-06-06 14:10,0,Que Mal Te Ves Sin Mí,0.46,197820.0
Unlike Pluto,2019-06-06 14:14,0,Everything Black,0.395,228980.0
Eminem,2019-06-06 14:40,0,No Love,0.33,299507.0
Eminem,2019-06-06 14:44,0,Cinderella Man,0.687,279013.0
Eminem,2019-06-06 14:49,0,'Till I Collapse,0.1,297787.0
Usher,2019-06-06 14:54,0,OMG (feat. will.i.am),0.326,269493.0
Usher,2019-06-06 14:58,0,Yeah! (feat. Lil Jon & Ludacris),0.583,250373.0
Sean Paul,2019-06-06 15:02,0,Temperature,0.822,218573.0
Baby Bash,2019-06-06 15:07,0,Suga Suga,0.535,239027.0
Sean Kingston,2019-06-06 15:10,0,Fire Burning,0.888,239987.0
Sean Kingston,2019-06-06 15:13,0,Tomorrow,0.549,176547.0
Sean Kingston,2019-06-06 15:17,0,Island Queen,0.73,222240.0
Sean Kingston,2019-06-06 15:21,0,Beautiful Girls,0.769,225373.0
Iyaz,2019-06-06 15:24,0,Replay,0.195,182307.0
Jay Sean,2019-06-06 15:28,0,Down,0.683,212107.0
Warren G,2019-06-06 15:32,0,Regulate,0.763,248867.0
Train,2019-06-06 15:36,0,Drops of Jupiter,0.499,259933.0
Train,2019-06-06 15:40,0,"Hey, Soul Sister",0.795,216773.0
Logic,2019-06-06 15:44,0,I Love You Forever,0.245,256307.0
Post Malone,2019-06-06 16:49,0,Wow.,0.388,149547.0
Wiley,2019-06-06 16:52,0,Boasty (feat. Idris Elba),0.456,177186.0
Rajitheone,2019-06-06 16:56,0,#WhiteGirlVoice,0.313,253079.0
Keyshia Cole,2019-06-06 17:00,0,Let It Go,0.781,238333.0
Carnage,2019-06-06 17:03,0,I Like Tuh,0.563,189000.0
Carnage,2019-06-06 17:07,0,"WDYW (feat. Lil Uzi Vert, A$AP Ferg & Rich The Kid)",,
YG,2019-06-06 17:11,0,Who Do You Love?,0.146,233507.0
G-Eazy,2019-06-06 17:14,0,Some Kind Of Drug,0.491,222467.0
G-Eazy,2019-06-06 17:17,0,Random,0.182,180333.0
G-Eazy,2019-06-06 18:30,0,Eazy,0.573,225526.0
Sueco the Child,2019-06-06 18:32,0,fast,0.527,144000.0
Eminem,2019-06-06 18:35,0,Good Guy (feat. Jessie Reyez),0.728,142192.0
JID,2019-06-06 18:38,0,Off Deez (with J. Cole),0.431,213358.0
Ray J,2019-06-06 18:41,0,Sexy Can I,0.926,204040.0
Bad Bunny,2019-06-06 18:44,0,¿Quien Tu Eres?,0.325,159229.0
Mac Miller,2019-06-06 18:50,0,Self Care,0.177,345133.0
Maná,2019-06-06 18:54,0,Oye Mi Amor,0.962,263306.0
Fito Olivares y Su Grupo,2019-06-06 18:57,0,Juana La Cubana,0.826,190800.0
Aaron Y Su Grupo Ilusion,2019-06-06 19:01,0,Todo Me Gusta De Ti,0.786,247893.0
Pedro Fernández,2019-06-06 19:06,0,Yo No Fui,0.903,292400.0
Maná,2019-06-06 19:16,0,Me Vale,0.753,271320.0
Iron & Wine,2019-06-06 19:16,0,Naked as We Came,0.663,152627.0
Tory Lanez,2019-06-06 19:16,0,DrIP DrIp Drip (feat. Meek Mill),0.714,230440.0
The Paper Kites,2019-06-06 19:16,0,Halcyon,0.192,239080.0
Vance Joy,2019-06-06 19:16,0,Georgia,0.401,230507.0
Oh Wonder,2019-06-06 19:16,0,Without You,0.319,224740.0
Ludacris,2019-06-06 19:16,0,My Chick Bad,0.757,216933.0
Breakfast n Vegas,2019-06-06 19:16,0,"En La Noche (feat. BrownBoi Maj, Troopnastyy & RioLoz)",0.295,221613.0
Abhi//Dijon,2019-06-06 19:16,0,Ignore,0.691,140117.0
Tory Lanez,2019-06-06 19:17,0,Freaky,0.363,173926.0
Offset,2019-06-06 19:17,0,Clout (feat. Cardi B),0.424,205803.0
Offset,2019-06-06 19:20,0,Clout (feat. Cardi B),0.424,205803.0
Lil Mosey,2019-06-06 19:22,0,Kamikaze,0.556,139200.0
PnB Rock,2019-06-06 19:25,0,I Like Girls (feat. Lil Skies),0.784,151054.0
ScHoolboy Q,2019-06-06 19:28,0,Floating (feat. 21 Savage),0.543,186827.0
Nipsey Hussle,2019-06-06 19:32,0,Last Time That I Checc'd (feat. YG),0.279,225573.0
Lil Yachty,2019-06-06 19:34,0,Get Dripped (feat. Playboi Carti),0.919,158769.0
Megan Thee Stallion,2019-06-06 19:38,0,Cash Shit (feat. DaBaby),0.549,192540.0
Blueface,2019-06-06 19:40,0,Bleed It,0.516,145547.0
Tyla Yaweh,2019-06-06 19:43,0,Salute (feat. French Montana),0.588,182957.0
Gunna,2019-06-06 19:46,0,Speed It Up,0.435,179022.0
DaBaby,2019-06-06 19:51,0,Suge,0.844,163320.0
Megan Thee Stallion,2019-06-06 19:54,0,Freak Nasty,0.221,173799.0
Tory Lanez,2019-06-06 19:57,0,Broke Leg (with Quavo & Tyga),0.642,165605.0
Megan Thee Stallion,2019-06-06 20:01,0,Big Ole Freak,0.627,214851.0
DJ Khaled,2019-06-06 20:04,0,Celebrate (feat. Travis Scott & Post Malone),0.309,206499.0
Cardi B,2019-06-06 20:05,0,Press,0.243,143792.0
Kodak Black,2019-06-06 20:09,0,ZEZE,0.504,228760.0
21 Savage,2019-06-06 20:11,0,1.5,0.306,148656.0
Travis Scott,2019-06-06 20:14,0,YOSEMITE,0.144,150043.0
French Montana,2019-06-06 20:17,0,No Stylist,0.498,192172.0
Meek Mill,2019-06-06 20:21,0,On Me (feat. Cardi B),0.538,225008.0
2 Chainz,2019-06-06 20:24,0,Momma I Hit A Lick (feat. Kendrick Lamar),0.4,173760.0
G-Eazy,2019-06-06 20:28,0,"West Coast (feat. Blueface, ALLBLACK & YG)",0.805,256967.0
Chance the Rapper,2019-06-06 21:09,0,All Night (feat. Knox Fortune),0.392,141542.0
6ix9ine,2019-06-06 21:09,0,KIKA,0.342,136032.0
Juice WRLD,2019-06-06 21:09,0,Big,0.231,224063.0
Futuristic,2019-06-06 21:13,0,Sub Me In,0.679,218445.0
Jaden,2019-06-06 21:16,0,Breakfast (feat. A$AP Rocky),0.154,184599.0
Wyclef Jean,2019-06-06 21:19,0,Trapicabana,0.398,214240.0
Khalid,2019-06-06 21:22,0,Location,0.326,219080.0
Portugal. The Man,2019-06-06 21:25,0,Feel It Still,0.754,163253.0
KYLE,2019-06-06 21:29,0,It's Lit (feat. IAMSU!),0.571,227840.0
XTC,2019-06-06 21:33,0,Dear God - Remastered 2001,0.346,219507.0
Camila Cabello,2019-06-06 21:36,0,Havana - Remix,0.349,199095.0
Martin Garrix,2019-06-06 21:39,0,In the Name of Love,0.168,195707.0
Kanye West,2019-06-06 21:45,0,The New Workout Plan,0.646,322800.0
Ingrid Michaelson,2019-06-06 21:47,0,You and I,0.509,148707.0
Drake,2019-06-06 21:51,0,Teenage Fever,0.144,219692.0
Jaden,2019-06-06 21:55,0,Icon,0.49,220996.0
Felly,2019-06-06 21:57,0,Maple,0.57,162995.0
Ruel,2019-06-06 22:00,0,Dazed & Confused,0.418,189608.0
Chance the Rapper,2019-06-06 22:04,0,The Man Who Has Everything,0.156,218624.0
Aminé,2019-06-06 22:07,0,SHINE,0.443,150000.0
Mike Stud,2019-06-06 22:10,0,Honolulu,0.909,180950.0
KYLE,2019-06-06 22:12,0,Games,0.734,139133.0
Jaden,2019-06-06 22:16,0,Icon,0.49,220996.0
Skizzy Mars,2019-06-06 22:19,0,Girl on a Train,0.615,182548.0
Quinn XCII,2019-06-06 22:22,0,Full Circle,0.481,217836.0
gianni & kyle,2019-06-06 22:34,0,fuckboi,0.256,192854.0
Aminé,2019-06-06 22:39,0,DR. WHOEVER,0.866,259227.0
Felly,2019-06-06 22:41,0,What Am I to Do,0.748,128686.0
KYLE,2019-06-06 22:45,0,Really? Yeah!,0.616,233879.0
Lupe Fiasco,2019-06-06 23:43,0,Drogas,0.761,136526.0
Charlotte Lawrence,2019-06-06 23:43,0,Just The Same,0.633,211871.0
Drake,2019-06-06 23:46,0,One Dance,0.37,173987.0
G-Eazy,2019-06-06 23:48,0,Down For Me,0.346,203613.0
Aminé,2019-06-06 23:48,0,Heebiejeebies - Bonus,0.495,220160.0
Ed Sheeran,2019-06-06 23:48,0,Shape of You,0.931,233713.0
Marian Hill,2019-06-06 23:49,0,Lips,0.66,198907.0
Big Sean,2019-06-06 23:49,0,Jump Out The Window,0.494,213693.0
2 Chainz,2019-06-06 23:52,0,Watch Out,0.537,207813.0
Tory Lanez,2019-06-07 02:36,0,Say It,0.247,237787.0
Sueco the Child,2019-06-07 11:42,0,fast,0.527,144000.0
Spencer Sutherland,2019-06-07 11:45,0,Tell Me,0.554,198736.0
Rae Sremmurd,2019-06-07 11:45,0,Come Get Her,0.123,212947.0
FINNEAS,2019-06-07 11:45,0,I Lost a Friend,0.216,237020.0
Lil Skies,2019-06-07 11:49,0,Nowadays (feat. Landon Cube),0.46,203908.0
Teyana Taylor,2019-06-07 11:57,0,"Gonna Love Me (feat. Ghostface Killah, Method Man & Raekwon) - Remix",0.49,289147.0
Drake,2019-06-07 12:03,0,Successful (feat. Trey Songz & Lil Wayne),0.231,375050.0
T-Pain,2019-06-07 16:03,0,Bartender (feat. Akon),0.405,238800.0
T-Pain,2019-06-07 18:51,0,Bartender (feat. Akon),0.405,238800.0
Juanes,2019-06-07 18:55,0,Fotografía,0.637,238133.0
McCafferty,2019-06-07 18:58,0,Beachboy,0.75,199341.0
Saba,2019-06-07 19:01,0,Westside Bound 3,0.588,177246.0
Big Pun,2019-06-07 19:05,0,Still Not a Player (feat. Joe) - Radio Version,0.864,236800.0
Billie Eilish,2019-06-07 19:09,0,Bellyache - Marian Hill Remix,0.2,220800.0
Juanes,2019-06-07 19:13,0,A Dios Le Pido,0.94,205373.0
atlas,2019-06-07 19:15,0,valentine (prod. flavors),0.881,123418.0
Edwin Luna y La Trakalosa de Monterrey,2019-06-07 19:18,0,Fíjate Que Si,0.617,204587.0
DRAM,2019-06-07 19:20,0,Workaholic (Bonus),0.225,143025.0
Lady Gaga,2019-06-07 19:24,0,Shallow,0.323,215733.0
Zack Fox,2019-06-07 19:41,0,Square Up,0.616,132923.0
THEY.,2019-06-07 19:43,0,Broken (feat. Jessie Reyez),0.517,135480.0
Chingy,2019-06-07 19:47,0,Pullin' Me Back,0.587,234133.0
Yung Bae,2019-06-07 19:49,0,Holding Your Hand,0.53,133146.0
La Sonora Dinamita,2019-06-07 19:53,0,Amor de Mis Amores,0.9,246653.0
Limbo,2019-06-07 19:56,0,Airplane Mode,0.07,164113.0
Ski Mask The Slump God,2019-06-07 19:58,0,Durgaflowz,0.519,96078.0
Samsa,2019-06-07 20:01,0,Butterflies,0.925,199184.0
Samsa,2019-06-07 20:09,0,Anthropocene,0.692,256078.0
Rae Sremmurd,2019-06-07 20:09,0,This Could Be Us,0.758,206307.0
T3R Elemento,2019-06-07 20:12,0,Aerolínea Carrillo,0.867,174276.0
Dolly Parton,2019-06-07 20:15,0,9 to 5,0.813,162467.0
Zedd,2019-06-07 20:19,0,Spectrum,0.407,243413.0
Bill Withers,2019-06-07 20:21,0,Ain't No Sunshine,0.443,186629.0
Mac Miller,2019-06-07 20:26,0,Ladders,0.291,287040.0
Mac Miller,2019-06-07 20:29,0,My Favorite Part,0.718,216000.0
Meek Mill,2019-06-07 21:19,0,Going Bad (feat. Drake),0.544,180522.0
Run The Jewels,2019-06-07 21:22,0,Legend Has It,0.467,205867.0
Rex Orange County,2019-06-07 21:26,0,Sunflower,0.567,252231.0
Meek Mill,2019-06-07 22:06,0,Going Bad (feat. Drake),0.544,180522.0
Run The Jewels,2019-06-07 22:06,0,Legend Has It,0.467,205867.0
The Game,2019-06-07 22:06,0,The Game & Skrillex: El Chapo,0.591,220079.0
Rex Orange County,2019-06-07 22:06,0,Sunflower,0.567,252231.0
Mac Miller,2019-06-07 22:10,0,My Favorite Part,0.718,216000.0
Meek Mill,2019-06-07 22:13,0,Going Bad (feat. Drake),0.544,180522.0
Run The Jewels,2019-06-07 22:17,0,Legend Has It,0.467,205867.0
Rex Orange County,2019-06-07 22:21,0,Sunflower,0.567,252231.0
Fabolous,2019-06-07 22:23,0,Into You (feat. Tamia),0.58,295773.0
Los Tigres Del Norte,2019-06-07 22:23,0,Contrabando Y Traición,0.88,206293.0
The Game,2019-06-07 22:23,0,The Game & Skrillex: El Chapo,0.591,220079.0
Fabolous,2019-06-07 22:28,0,Into You (feat. Tamia),0.58,295773.0
Los Tigres Del Norte,2019-06-07 22:32,0,Contrabando Y Traición,0.88,206293.0
Bad Bunny,2019-06-07 22:34,0,Si Estuviésemos Juntos,0.158,169248.0
Bad Bunny,2019-06-07 22:38,0,Estamos Bien,0.439,208080.0
Fat Joe,2019-06-07 22:42,0,What's Luv? (feat. Ja-Rule & Ashanti),0.919,267093.0
Juan Gabriel,2019-06-08 22:48,0,No Tengo Dinero,0.927,186373.0
John Newman,2019-06-08 22:48,0,Love Me Again,0.213,239894.0
Juan Gabriel,2019-06-09 01:00,0,No Tengo Dinero,0.927,186373.0
Ja Rule,2019-06-09 01:03,0,Always On Time,0.839,245133.0
Ja Rule,2019-06-09 16:54,0,Always On Time,0.839,245133.0
Bobby Caldwell,2019-06-09 16:54,0,What You Won't Do for Love,0.798,286493.0
Sueco the Child,2019-06-09 16:57,0,fast,0.527,144000.0
Lil Baby,2019-06-09 16:59,0,Drip Too Hard (Lil Baby & Gunna),0.389,145543.0
Big Sean,2019-06-09 17:01,0,Who's Stopping Me (& Metro Boomin),0.763,213600.0
Big Sean,2019-06-09 20:34,0,Who's Stopping Me (& Metro Boomin),0.763,213600.0
DJ Shadow,2019-06-09 20:44,0,Nobody Speak,0.304,195966.0
LCD Soundsystem,2019-06-09 20:44,0,"New York, I Love You but You're Bringing Me Down",0.0909,335480.0
LCD Soundsystem,2019-06-09 20:50,0,"New York, I Love You but You're Bringing Me Down",0.0909,335480.0
DJ Shadow,2019-06-09 20:53,0,Nobody Speak,0.304,195966.0
Rainbow Kitten Surprise,2019-06-09 20:54,0,It's Called: Freefall,0.281,152293.0
Run The Jewels,2019-06-09 20:54,0,Talk to Me,0.714,151227.0
Mijares,2019-06-09 20:58,0,Si Me Tenías,0.27,239996.0
ABBA,2019-06-09 21:02,0,Mamma Mia,0.83,215267.0
Los Cenzontles,2019-06-09 21:05,0,Asi Es Tecolotlan,0.834,219053.0
Bad Bunny,2019-06-09 21:09,0,NI BIEN NI MAL,0.337,236216.0
Alejandro Fernandez,2019-06-09 21:14,0,Como Quien Pierde una Estrella,0.616,215000.0
AJR,2019-06-09 21:17,0,Sober Up,0.772,218763.0
Mac Miller,2019-06-09 21:23,0,Jet Fuel,0.284,345213.0
Ludacris,2019-06-09 21:25,0,Good Lovin,0.598,223440.0
Ludacris,2019-06-10 00:18,0,Good Lovin,0.598,223440.0
Billie Eilish,2019-06-10 00:21,0,bury a friend,0.196,193143.0
Banda El Recodo,2019-06-10 00:25,0,Y Llegaste Tú,0.976,196893.0
Juanes,2019-06-10 00:30,0,Es Por Tí,0.859,250693.0
Simon Grossmann,2019-06-10 00:33,0,Brisita de Fe,0.41,214887.0
Jennifer Lopez,2019-06-10 00:37,0,Te Guste,0.222,222787.0
Amanda Miguel,2019-06-10 00:41,0,Él Me Mintió,0.478,219585.0
Lloyd,2019-06-10 00:44,0,Get It Shawty - Main,0.674,209533.0
"Grover Washington, Jr.",2019-06-10 00:48,0,Just the Two of Us (feat. Bill Withers),0.624,237106.0
Zedd,2019-06-10 00:52,0,Lost At Sea,0.305,225840.0
Rascal Flatts,2019-06-10 00:54,0,Life is a Highway,0.673,276320.0
G-Eazy,2019-06-10 00:54,0,Sober,0.182,203960.0
Willie Nelson,2019-06-10 00:54,0,On the Road Again - Live,0.802,153107.0
Los Tigres Del Norte,2019-06-10 00:58,0,La Puerta Negra,0.969,203587.0
Run The Jewels,2019-06-10 01:02,0,Close Your Eyes (And Count To Fuck),0.498,234160.0
Ne-Yo,2019-06-10 01:05,0,Miss Independent,0.713,232000.0
Bad Bunny,2019-06-10 01:08,0,Solo de Mi,0.15,197968.0
Lizzo,2019-06-10 01:11,0,Truth Hurts,0.412,173325.0
Hombres G,2019-06-10 01:14,0,Devuélveme a mi chica,0.503,194867.0
Mac Miller,2019-06-10 01:18,0,Weekend (feat. Miguel),0.19,208080.0
Marian Hill,2019-06-10 01:21,0,Down,0.0661,197773.0
FINNEAS,2019-06-10 01:24,0,Let's Fall in Love for the Night,0.374,190348.0
Ms. Lauryn Hill,2019-06-10 01:28,0,Doo Wop (That Thing) - Edit,0.635,240667.0
Emmanuel,2019-06-10 01:34,0,"La Chica De Humo - En Vivo Desde Auditorio Nacional, México/ 2007",0.647,338107.0
Carlos Baute,2019-06-10 01:38,0,Colgando en tus manos (con Marta Sánchez),0.875,230280.0
Kanye West,2019-06-10 01:46,0,Blame Game,0.636,469867.0
Sean Kingston,2019-06-10 01:49,0,Island Queen,0.73,222240.0
Vic Mensa,2019-06-10 01:54,0,U Mad,0.482,299800.0
Bad Bunny,2019-06-10 01:58,0,Solo de Mi,0.15,197968.0
Eminem,2019-06-10 02:03,0,No Love,0.33,299507.0
FINNEAS,2019-06-10 02:36,0,Claudia,0.703,161876.0
FINNEAS,2019-06-10 11:49,0,Claudia,0.703,161876.0
Sebastián Romero,2019-06-10 11:53,0,Bonita,0.609,219964.0
Train,2019-06-10 12:42,0,"Hey, Soul Sister",0.795,216773.0
Oliver Tree,2019-06-10 12:42,0,Alien Boy,0.484,163525.0
Sueco the Child,2019-06-10 12:45,0,fast,0.527,144000.0
Ambar Lucid,2019-06-10 12:47,0,A letter to my younger self,0.725,138223.0
Alex Newell,2019-06-10 12:50,0,Nobody to Love,0.537,205133.0
Vicente Fernández,2019-06-10 12:50,0,No Me Se Rajar,0.896,144973.0
Bad Bunny,2019-06-10 12:55,0,Desde el Corazón,0.368,127040.0
Usher,2019-06-10 12:55,0,Yeah! (feat. Lil Jon & Ludacris),0.583,250373.0
Bronco,2019-06-10 12:55,0,Sergio el Bailador,0.984,169600.0
"Tyler, The Creator",2019-06-10 13:01,0,IFHY,0.274,319253.0
YG,2019-06-10 16:25,0,Who Do You Love?,0.146,233507.0
Sean Paul,2019-06-10 16:29,0,Temperature,0.822,218573.0
Keyshia Cole,2019-06-10 17:30,0,Let It Go,0.781,238333.0
Sean Kingston,2019-06-10 17:34,0,Beautiful Girls,0.769,225373.0
Logic,2019-06-10 17:38,0,I Love You Forever,0.245,256307.0
Ludacris,2019-06-10 17:42,0,My Chick Bad,0.757,216933.0
G-Eazy,2019-06-10 17:46,0,Some Kind Of Drug,0.491,222467.0
Nio Garcia,2019-06-10 17:53,0,Te Boté - Remix,0.442,417920.0
Hot 8 Brass Band,2019-06-10 17:56,0,Love Will Tear Us Apart,0.288,216125.0
Unlike Pluto,2019-06-10 18:00,0,Everything Black,0.395,228980.0
Sean Kingston,2019-06-10 18:03,0,Tomorrow,0.549,176547.0
Rajitheone,2019-06-10 18:07,0,#WhiteGirlVoice,0.313,253079.0
Bad Bunny,2019-06-10 18:10,0,¿Quien Tu Eres?,0.325,159229.0
Iyaz,2019-06-10 18:13,0,Replay,0.195,182307.0
Fito Olivares y Su Grupo,2019-06-10 18:16,0,Juana La Cubana,0.826,190800.0
Train,2019-06-10 18:20,0,Drops of Jupiter,0.499,259933.0
Usher,2019-06-10 18:25,0,OMG (feat. will.i.am),0.326,269493.0
Eminem,2019-06-10 18:27,0,Good Guy (feat. Jessie Reyez),0.728,142192.0
Sean Kingston,2019-06-10 18:31,0,Fire Burning,0.888,239987.0
G-Eazy,2019-06-10 18:34,0,Random,0.182,180333.0
Carnage,2019-06-10 18:37,0,I Like Tuh,0.563,189000.0
FINNEAS,2019-06-10 18:41,0,New Girl,0.351,181437.0
Baby Bash,2019-06-10 18:45,0,Suga Suga,0.535,239027.0
Eminem,2019-06-10 18:49,0,Cinderella Man,0.687,279013.0
"Tyler, The Creator",2019-06-10 18:52,0,Tamale,0.967,166347.0
Carnage,2019-06-10 18:56,0,"WDYW (feat. Lil Uzi Vert, A$AP Ferg & Rich The Kid)",,
Mahalia,2019-06-10 18:59,0,I Wish I Missed My Ex,0.546,203067.0
Jay Sean,2019-06-10 19:03,0,Down,0.683,212107.0
Domo Genesis,2019-06-10 19:04,0,Dapper (feat. Anderson .Paak),0.562,193093.0
Aaron Y Su Grupo Ilusion,2019-06-10 19:04,0,Todo Me Gusta De Ti,0.786,247893.0
Espinoza Paz,2019-06-10 19:08,0,Que Mal Te Ves Sin Mí,0.46,197820.0
Wiley,2019-06-10 19:11,0,Boasty (feat. Idris Elba),0.456,177186.0
Warren G,2019-06-10 19:15,0,Regulate,0.763,248867.0
FINNEAS,2019-06-10 19:19,0,I Lost a Friend,0.216,237020.0
Rae Sremmurd,2019-06-10 19:23,0,Come Get Her,0.123,212947.0
Pedro Fernández,2019-06-10 19:31,0,Yo No Fui,0.903,292400.0
"Tyler, The Creator",2019-06-10 19:31,0,Domo23,0.597,158760.0
Maná,2019-06-10 21:05,0,Oye Mi Amor,0.962,263306.0
Mac Miller,2019-06-10 21:11,0,Self Care,0.177,345133.0
Post Malone,2019-06-10 21:14,0,Wow.,0.388,149547.0
J Boog,2019-06-10 21:17,0,Let's Do It Again,0.927,192177.0
Eminem,2019-06-10 21:56,0,'Till I Collapse,0.1,297787.0
JID,2019-06-10 21:59,0,Off Deez (with J. Cole),0.431,213358.0
Maná,2019-06-10 22:04,0,Me Vale,0.753,271320.0
atlas,2019-06-10 22:06,0,valentine (prod. flavors),0.881,123418.0
McCafferty,2019-06-10 22:09,0,Beachboy,0.75,199341.0
G-Eazy,2019-06-10 22:10,0,Eazy,0.573,225526.0
Mac Miller,2019-06-10 22:10,0,Wings,0.349,250120.0
Mac Miller,2019-06-10 22:10,0,Perfecto,0.203,215413.0
Mac Miller,2019-06-10 22:10,0,Self Care,0.177,345133.0
Mac Miller,2019-06-10 22:10,0,What's the Use?,0.561,288640.0
Mac Miller,2019-06-10 22:10,0,Knock Knock,0.509,202807.0
Mac Miller,2019-06-10 22:10,0,Congratulations (feat. Bilal),0.207,256427.0
Mac Miller,2019-06-10 22:10,0,Congratulations (feat. Bilal),0.207,256427.0
Mac Miller,2019-06-10 22:10,0,Weekend (feat. Miguel),0.19,208080.0
Mac Miller,2019-06-10 22:10,0,Come Back to Earth,0.119,161840.0
THEY.,2019-06-10 22:12,0,Dante's Creek,0.316,182594.0
Usher,2019-06-10 22:12,0,DJ Got Us Fallin' In Love (feat. Pitbull),0.654,220800.0
THEY.,2019-06-10 22:12,0,Broken (feat. Jessie Reyez),0.517,135480.0
Mac Miller,2019-06-10 22:12,0,Dang! (feat. Anderson .Paak),0.556,305350.0
THEY.,2019-06-10 22:15,0,U-RITE,0.211,213649.0
THEY.,2019-06-10 22:18,0,Dante's Creek,0.316,182594.0
THEY.,2019-06-10 22:24,0,U-RITE,0.211,213649.0
THEY.,2019-06-10 22:27,0,Deep End,0.0968,188333.0
THEY.,2019-06-10 22:30,0,Say When,0.426,179728.0
THEY.,2019-06-10 22:34,0,Silence,0.304,213526.0
THEY.,2019-06-10 22:37,0,All,0.849,167803.0
THEY.,2019-06-10 22:40,0,Truth Be Told,0.251,248889.0
THEY.,2019-06-10 22:43,0,Motley Crew,0.25,208784.0
THEY.,2019-06-10 22:47,0,Back It Up,0.395,225849.0
THEY.,2019-06-10 22:51,0,Bad Habits,0.323,255199.0
THEY.,2019-06-10 22:54,0,Back Around,0.115,172080.0
THEY.,2019-06-10 22:56,0,Nü Religion: Hyena (Intro),0.397,104110.0
THEY.,2019-06-11 11:29,0,Nü Religion: Hyena (Intro),0.397,104110.0
Drake,2019-06-11 12:03,0,One Dance,0.37,173987.0
Ray J,2019-06-11 12:06,0,Sexy Can I,0.926,204040.0
Jaden,2019-06-11 12:09,0,Icon,0.49,220996.0
Lil Skies,2019-06-11 15:28,0,Nowadays (feat. Landon Cube),0.46,203908.0
Drake,2019-06-11 15:34,0,Successful (feat. Trey Songz & Lil Wayne),0.231,375050.0
Billie Eilish,2019-06-11 15:38,0,Bellyache - Marian Hill Remix,0.2,220800.0
Saba,2019-06-11 15:41,0,Westside Bound 3,0.588,177246.0
La Sonora Dinamita,2019-06-11 15:45,0,Amor de Mis Amores,0.9,246653.0
Teyana Taylor,2019-06-11 15:50,0,"Gonna Love Me (feat. Ghostface Killah, Method Man & Raekwon) - Remix",0.49,289147.0
Dolly Parton,2019-06-11 15:53,0,9 to 5,0.813,162467.0
Samsa,2019-06-11 15:55,0,Anthropocene,0.692,256078.0
Samsa,2019-06-12 12:13,0,Anthropocene,0.692,256078.0
Juan Gabriel,2019-06-12 12:16,0,No Tengo Dinero,0.927,186373.0
Meek Mill,2019-06-12 12:19,0,Going Bad (feat. Drake),0.544,180522.0
DRAM,2019-06-12 12:21,0,Workaholic (Bonus),0.225,143025.0
Bad Bunny,2019-06-12 12:25,0,Estamos Bien,0.439,208080.0
Ski Mask The Slump God,2019-06-12 12:26,0,Durgaflowz,0.519,96078.0
Lil Skies,2019-06-12 12:27,0,Nowadays (feat. Landon Cube),0.46,203908.0
Sueco the Child,2019-06-12 12:27,0,fast,0.527,144000.0
Run The Jewels,2019-06-12 12:27,0,Talk to Me,0.714,151227.0
FINNEAS,2019-06-12 12:31,0,I Lost a Friend,0.216,237020.0
Limbo,2019-06-12 12:34,0,Airplane Mode,0.07,164113.0
Juanes,2019-06-12 12:38,0,Fotografía,0.637,238133.0
Rex Orange County,2019-06-12 12:42,0,Sunflower,0.567,252231.0
Fabolous,2019-06-12 12:47,0,Into You (feat. Tamia),0.58,295773.0
Big Pun,2019-06-12 12:51,0,Still Not a Player (feat. Joe) - Radio Version,0.864,236800.0
John Newman,2019-06-12 12:56,0,Love Me Again,0.213,239894.0
T3R Elemento,2019-06-12 12:58,0,Aerolínea Carrillo,0.867,174276.0
Sueco the Child,2019-06-12 12:58,0,fast,0.527,144000.0
Good Gas,2019-06-12 12:58,0,Live A Lil,0.507,248002.0
P-Lo,2019-06-12 13:01,0,Going To Work,0.892,197188.0
Dmac,2019-06-12 13:04,0,"Panoramic (feat. Sage The Gemini, Show Banga)",0.492,159500.0
A$AP Ferg,2019-06-12 13:08,0,Plain Jane,0.52,173600.0
Fat Pimp,2019-06-12 13:08,0,Wax on Wax Off,0.283,173878.0
B.o.B,2019-06-12 13:11,0,HeadBand (feat. 2 Chainz),0.273,220240.0
SOB X RBE,2019-06-12 13:12,0,Calvin Cambridge,0.81,148376.0
Trunk Boiz,2019-06-12 13:16,0,Cupcake No Fillin,0.562,226013.0
P-Lo,2019-06-12 14:12,0,In That,0.504,201573.0
D-Lo,2019-06-12 14:16,0,NoHoe,0.69,224613.0
Tone Tone,2019-06-12 14:19,0,Give It to Ya,0.432,205610.0
Renz Young,2019-06-12 14:22,0,Demanding,0.445,188466.0
D-Lo,2019-06-12 14:26,0,Get Her Tho (feat. Tyga),0.194,162124.0
Jamal Jordan,2019-06-12 14:28,0,Deodorant,0.408,150984.0
Too $hort,2019-06-12 14:33,0,Shake That Monkey (feat. Lil' Jon & The EastSide Boyz),0.457,278707.0
